Distance,Time,EField
0.311899,113.015,1376.53
0.311929,113.023,1376.34
0.31196,113.032,1376.14
0.311978,113.037,1376.02
0.312004,113.044,1375.85
0.31202,113.048,1375.76
0.312022,113.048,1375.73
0.312021,113.047,1375.73
0.317345,114.527,1363.4
0.318652,114.891,1360.84
0.318639,114.888,1360.89
0.31862,114.882,1360.97
0.318594,114.874,1361.1
0.318562,114.865,1361.25
0.318551,114.87,1361.31
0.318544,114.861,1361.36
0.318536,114.858,1361.44
0.318541,114.861,1361.48
0.318541,114.864,1361.48
0.318674,114.896,1360.77
0.31868,114.898,1360.75
0.318681,114.898,1360.73
0.318682,114.901,1360.72
0.318682,114.901,1360.71
0.318682,114.899,1360.7
0.318683,114.898,1360.7
0.318683,114.899,1360.7
0.318684,114.899,1360.69
0.318701,114.903,1360.63
0.318716,114.907,1360.56
0.318721,114.908,1360.53
0.318725,114.909,1360.51
0.320192,115.317,1358.01
0.321082,115.565,1356.53
0.326092,116.956,1350.04
0.329359,117.863,1347.39
0.335516,119.57,1345.61
0.342418,121.479,1348.04
0.351892,124.074,1356.28
0.362643,126.971,1362.73
0.363549,127.209,1362.53
0.369063,128.65,1356.34
0.370408,129.013,1353.25
0.37582,130.365,1332.42
0.383049,132.109,1279.73
0.391864,134.075,1175.34
0.410926,137.772,887.375
0.423389,139.912,731.546
0.423749,139.969,727.727
0.425823,140.315,706.521
0.429882,140.988,668.509
0.434031,141.67,634.161
0.442425,143.04,576.685
0.442419,143.038,576.718
0.444535,143.383,564.422
0.486333,150.284,424.389
0.507765,153.916,389.367
0.518805,155.813,375.347
0.52189,156.346,371.776
0.522678,156.482,370.885
0.526739,157.185,366.425
0.529305,157.633,363.711
0.530129,157.777,362.863
0.530127,157.777,362.867
0.55621,162.359,339.173
0.608781,170.98,304.275
0.614801,172.944,300.997
0.624219,174.679,296.093
0.633766,176.447,291.379
0.635806,176.825,290.402
0.645056,178.548,286.105
0.650955,179.652,283.471
0.653285,180.089,282.451
0.657501,180.881,280.637
0.658621,181.091,280.162
0.674829,184.153,273.563
0.67568,184.397,273.231
0.687511,186.567,268.744
0.689608,186.969,267.974
0.694443,187.894,266.226
