Distance,Time,EField
0.476061,136.886,446.819
0.476064,136.89,446.811
0.476069,136.437,446.803
0.477047,137.627,444.449
0.480316,140.103,436.939
0.480503,140.255,436.532
0.485751,144.293,425.539
0.521838,174.553,371.835
0.523432,175.981,370.041
0.533625,185.285,359.315
0.539926,191.189,353.249
0.541263,192.451,352.014
0.565839,216.598,331.739
0.566495,217.259,331.254
0.587776,239.479,316.713
0.590368,242.267,315.085
0.60609,259.497,305.779
0.612852,267.083,302.045
0.617788,272.68,299.416
0.617782,272.692,299.422
0.617777,272.67,299.427
0.617769,272.663,299.434
0.617781,272.673,299.423
0.617757,272.652,299.438
0.61773,272.619,299.451
0.617707,272.594,299.462
0.617693,272.58,299.47
0.617696,272.586,299.47
0.617697,272.581,299.471
0.629341,286.022,293.535
0.645373,305.007,285.961
0.651804,312.796,283.098
0.651788,312.76,283.104
0.651771,312.735,283.111
0.651722,312.677,283.134
0.651706,312.665,283.141
0.651683,312.612,283.152
0.651657,312.597,283.165
0.651638,312.582,283.175
0.651624,312.567,283.182
0.656874,318.969,280.906
0.656869,318.973,280.91
0.656867,318.963,280.913
0.656869,318.963,280.914
0.65687,318.965,280.916
0.656869,318.985,280.918
0.656869,318.966,280.919
0.656854,318.944,280.918
0.656813,318.891,280.939
0.656784,318.859,280.955
0.656769,318.846,280.963
0.656746,318.819,280.975
0.656725,318.792,280.987
0.656723,318.798,280.988
0.665134,329.169,277.45
0.674328,340.676,273.76
0.70219,376.571,263.503
0.704114,379.118,262.842
