track_num,theta,start_x,start_y,drift_times,line_start_x,line_start_y,num_driftlines
0,1.03494,-0.687134,0.13359,53.924469|54.068314|54.847500|57.274273|57.275335|60.594365|62.981451|65.306646|66.961026|68.131920|73.550434|77.206358|85.837970|69.454938|69.446028|63.250565|61.347064|60.292416|59.000622|57.452341|53.819454|53.348027|46.282470|45.186041|44.738640|42.705901|41.299019|39.888762|38.789486|38.309701|36.192586|36.172831|35.749911|36.533980|36.965468|37.185100|37.929214|41.873580|43.353720|44.908450|41.713203|41.221316|41.030299|40.442355|40.665871|40.882553|43.029269|43.922917|45.266452|48.854371|,-0.684984|-0.683919|-0.678834|-0.666801|-0.666803|-0.654352|-0.646842|-0.640312|-0.636061|-0.633293|-0.623142|-0.619140|-0.614582|-0.603977|-0.603963|-0.593978|-0.590461|-0.588446|-0.585920|-0.582811|-0.575152|-0.574118|-0.557071|-0.554072|-0.552811|-0.546729|-0.542084|-0.536907|-0.532322|-0.530100|-0.516262|-0.516045|-0.507474|-0.495886|-0.493364|-0.492292|-0.489336|-0.482225|-0.481450|-0.480696|-0.478953|-0.478080|-0.477606|-0.474903|-0.466435|-0.464770|-0.454151|-0.450811|-0.446303|-0.436032|,0.137212|0.139004|0.147569|0.167849|0.167851|0.188802|0.201445|0.212449|0.219587|0.224263|0.241352|0.248094|0.255771|0.273631|0.273647|0.290469|0.296391|0.299785|0.304039|0.309275|0.322165|0.323910|0.352625|0.357672|0.359796|0.370037|0.377860|0.386579|0.394299|0.398041|0.421343|0.421711|0.436144|0.455660|0.459907|0.461710|0.466689|0.478664|0.479976|0.481238|0.484155|0.485649|0.486443|0.490995|0.505254|0.508059|0.525943|0.531567|0.539160|0.556454|,50
1,0.467999,0.254504,-0.652095,100.045068|98.539318|75.730472|70.767815|70.512110|70.004017|69.925462|66.943193|63.915380|63.624865|62.009168|53.767912|53.774751|53.784668|53.788299|53.795084|53.798678|53.803209|53.804197|53.500017|53.489351|53.487318|53.485642|53.487129|53.487320|53.486785|53.486391|53.486062|53.485745|50.431557|,0.268224|0.268552|0.302181|0.317598|0.318460|0.320198|0.320467|0.331252|0.343231|0.344442|0.351401|0.396588|0.396589|0.396591|0.396593|0.396596|0.396597|0.396602|0.396603|0.398499|0.398493|0.398513|0.398573|0.398587|0.398609|0.398622|0.398641|0.398652|0.398657|0.428390|,-0.645160|-0.644994|-0.627997|-0.620206|-0.619768|-0.618891|-0.618753|-0.613304|-0.607247|-0.606635|-0.603118|-0.580297|-0.580317|-0.580345|-0.580357|-0.580378|-0.580389|-0.580402|-0.580405|-0.579310|-0.579278|-0.579270|-0.579259|-0.579263|-0.579260|-0.579258|-0.579254|-0.579252|-0.579251|-0.564204|,30
2,0.34755,-0.692382,-0.102988,48.447465|42.722422|24.815314|22.611244|20.188237|17.794544|12.074337|10.759726|8.689720|8.388991|7.617424|7.584767|7.973249|11.360490|15.201074|16.379273|18.167344|23.091028|38.528174|44.711036|41.357084|39.895445|37.471022|35.229495|33.164638|25.224680|24.838950|24.656451|24.041056|23.959535|22.296197|22.299714|22.299145|22.298079|22.296951|22.294203|22.292860|24.824419|24.870424|23.018012|18.489663|18.232699|17.514677|17.450768|17.445956|17.443174|17.438438|17.436061|17.433031|17.431657|16.951763|16.842778|17.060569|12.942117|8.263246|3.025721|2.800242|3.995913|7.603814|14.361486|15.741833|14.974785|11.254103|11.250360|11.247241|11.237514|11.219302|11.213985|11.201137|11.193688|11.188930|11.188256|9.263175|8.751348|6.599237|6.607308|6.611721|6.616515|6.620425|6.625068|6.630520|6.635501|6.638875|6.638987|6.596188|6.601067|6.602755|6.606075|6.611714|6.614922|6.617143|6.617385|3.962276|4.655598|9.826959|15.435146|22.375097|16.502346|13.061635|13.225860|13.892750|14.163882|15.295787|19.816965|22.117250|30.094479|35.672923|36.466276|35.836521|28.940821|28.745174|28.874221|29.254596|29.938241|30.875775|31.843802|31.851888|31.856197|31.859000|32.089902|38.659796|25.943047|23.656873|18.833120|18.811515|18.832879|18.827340|18.817715|18.811116|18.795933|18.791370|18.785121|18.780680|18.777317|18.774004|18.852693|18.856571|18.864192|18.879248|18.883666|18.889231|18.895870|18.895303|19.104595|19.436980|20.506465|23.173611|24.001800|25.156116|25.806413|28.656331|34.135733|37.912997|38.510179|39.167252|47.553559|52.523190|53.363051|,-0.690551|-0.672494|-0.611802|-0.603636|-0.594343|-0.584724|-0.558761|-0.551554|-0.537186|-0.534335|-0.522116|-0.520570|-0.506730|-0.481244|-0.463329|-0.458869|-0.453170|-0.443899|-0.434398|-0.432981|-0.418415|-0.398564|-0.387994|-0.380254|-0.374304|-0.341029|-0.337544|-0.335806|-0.329701|-0.328834|-0.295921|-0.294188|-0.294063|-0.294064|-0.294065|-0.294074|-0.294079|-0.265371|-0.265211|-0.257006|-0.236839|-0.234626|-0.227052|-0.226301|-0.226304|-0.226306|-0.226308|-0.226310|-0.226312|-0.226315|-0.217314|-0.212760|-0.203349|-0.172733|-0.156876|-0.127190|-0.111834|-0.101082|-0.082447|-0.056212|-0.052528|-0.051517|-0.038698|-0.038699|-0.038700|-0.038673|-0.038635|-0.038625|-0.038601|-0.038596|-0.038595|-0.038595|-0.030051|-0.027707|-0.016847|-0.016829|-0.016819|-0.016807|-0.016798|-0.016792|-0.016785|-0.016779|-0.016778|-0.016778|-0.016833|-0.016816|-0.016810|-0.016800|-0.016781|-0.016771|-0.016764|-0.016762|0.012931|0.022661|0.052711|0.066628|0.072702|0.078874|0.115082|0.118239|0.126786|0.129480|0.138420|0.158574|0.163905|0.212378|0.229237|0.234048|0.234889|0.255409|0.259235|0.263226|0.280009|0.306021|0.315048|0.320609|0.320601|0.320598|0.320595|0.321756|0.334096|0.352171|0.359273|0.402518|0.406489|0.409834|0.409827|0.409806|0.409785|0.409736|0.409721|0.409704|0.409701|0.409702|0.409706|0.409856|0.409868|0.409881|0.409923|0.409936|0.409954|0.409973|0.409973|0.418929|0.425026|0.437754|0.458318|0.463486|0.470187|0.473751|0.488119|0.512140|0.526998|0.529251|0.531705|0.560903|0.576692|0.579264|,-0.102320|-0.095783|-0.073804|-0.070839|-0.067467|-0.063989|-0.054583|-0.051973|-0.046770|-0.045735|-0.041309|-0.040748|-0.035736|-0.026504|-0.020022|-0.018398|-0.016332|-0.012975|-0.009536|-0.009021|-0.003741|0.003449|0.007280|0.010082|0.012235|0.024296|0.025553|0.026172|0.028395|0.028709|0.040632|0.041259|0.041309|0.041313|0.041317|0.041324|0.041328|0.051699|0.051756|0.054733|0.062036|0.062836|0.065580|0.065826|0.065802|0.065787|0.065763|0.065748|0.065734|0.065725|0.069107|0.070752|0.074167|0.085257|0.091002|0.101755|0.107316|0.111215|0.117964|0.127467|0.128803|0.129168|0.133812|0.133832|0.133850|0.133878|0.133939|0.133958|0.134004|0.134037|0.134061|0.134065|0.136954|0.137801|0.141685|0.141639|0.141612|0.141585|0.141563|0.141538|0.141508|0.141483|0.141467|0.141466|0.141692|0.141662|0.141650|0.141631|0.141594|0.141576|0.141561|0.141559|0.152514|0.156041|0.166926|0.171967|0.174166|0.176406|0.189520|0.190663|0.193767|0.194734|0.197971|0.205281|0.207215|0.224764|0.230873|0.232617|0.232920|0.240349|0.241738|0.243185|0.249265|0.258690|0.261960|0.263990|0.264011|0.264022|0.264028|0.264388|0.268857|0.275409|0.277979|0.293644|0.295084|0.296315|0.296337|0.296365|0.296383|0.296428|0.296439|0.296457|0.296477|0.296489|0.296505|0.296258|0.296231|0.296205|0.296160|0.296148|0.296132|0.296116|0.296115|0.299589|0.301798|0.306410|0.313859|0.315732|0.318160|0.319449|0.324654|0.333357|0.338740|0.339554|0.340453|0.351019|0.356740|0.357671|,158
3,1.91733,-0.537755,-0.448129,44.951083|44.951142|44.821379|44.846894|44.866506|44.874520|44.879609|44.883813|44.889357|44.894838|44.901743|44.908648|44.909483|44.850502|45.823297|45.923582|46.897354|46.903280|46.911072|46.914919|46.969572|47.040199|47.176583|48.549007|50.473323|50.527172|50.607536|50.676810|50.735290|50.809107|50.837736|50.958485|50.990348|51.032638|51.100850|51.151334|51.207640|51.233289|51.269843|51.303255|51.372635|51.399059|51.490395|51.512620|51.537936|51.612814|51.630902|51.672397|51.702382|51.740743|51.776038|51.810162|51.874316|51.896514|51.910677|51.933746|51.950044|51.972947|52.002869|52.021854|52.091897|52.116544|52.142343|52.162083|52.188410|52.204864|52.218028|52.233792|52.257848|52.315174|52.336054|52.355171|52.377789|52.388537|52.424494|52.454933|52.473063|52.506046|52.541408|52.548891|52.567903|52.580394|52.589042|52.617139|52.627750|52.643066|52.656650|52.673114|52.680706|52.690527|52.700712|52.707878|52.714007|52.715655|52.716610|53.043244|53.605408|54.657895|57.868740|58.144360|61.920421|63.638509|72.071767|65.907062|59.409819|54.696997|54.528866|48.749220|48.485837|44.190166|39.520542|39.519483|39.495535|39.498715|39.503712|39.505750|39.507757|39.510276|39.513141|39.514452|39.491904|39.526645|39.766876|39.791605|39.873744|41.008233|48.682723|48.263437|,-0.539887|-0.539888|-0.542923|-0.545720|-0.545787|-0.545814|-0.545833|-0.545848|-0.545867|-0.545887|-0.545912|-0.545935|-0.545937|-0.545822|-0.554783|-0.555326|-0.559716|-0.559735|-0.559759|-0.559772|-0.560003|-0.560270|-0.560784|-0.565327|-0.570569|-0.570738|-0.570988|-0.571205|-0.571387|-0.571617|-0.571705|-0.572080|-0.572178|-0.572309|-0.572519|-0.572675|-0.572849|-0.572929|-0.573043|-0.573146|-0.573361|-0.573443|-0.573727|-0.573796|-0.573875|-0.574109|-0.574165|-0.574295|-0.574388|-0.574510|-0.574621|-0.574729|-0.574931|-0.575002|-0.575047|-0.575121|-0.575173|-0.575245|-0.575341|-0.575402|-0.575626|-0.575704|-0.575785|-0.575847|-0.575929|-0.575981|-0.576021|-0.576071|-0.576147|-0.576324|-0.576390|-0.576450|-0.576520|-0.576553|-0.576665|-0.576759|-0.576817|-0.576919|-0.577022|-0.577045|-0.577098|-0.577133|-0.577156|-0.577232|-0.577262|-0.577308|-0.577349|-0.577398|-0.577421|-0.577449|-0.577479|-0.577501|-0.577519|-0.577523|-0.577526|-0.576423|-0.577597|-0.579708|-0.585630|-0.586110|-0.592290|-0.594875|-0.612326|-0.618043|-0.626587|-0.633704|-0.633973|-0.644073|-0.644591|-0.654101|-0.675021|-0.675018|-0.676591|-0.676602|-0.676619|-0.676626|-0.676633|-0.676643|-0.676653|-0.676657|-0.676842|-0.678650|-0.681865|-0.682084|-0.682746|-0.688325|-0.700145|-0.700349|,-0.442241|-0.442241|-0.433817|-0.426073|-0.426076|-0.426078|-0.426077|-0.426076|-0.426074|-0.426072|-0.426072|-0.426077|-0.426078|-0.425789|-0.400972|-0.399476|-0.387343|-0.387349|-0.387347|-0.387345|-0.386483|-0.385777|-0.384355|-0.371794|-0.357509|-0.357561|-0.357637|-0.357704|-0.357759|-0.357830|-0.357857|-0.357955|-0.357980|-0.358013|-0.358066|-0.358106|-0.358151|-0.358179|-0.358218|-0.358254|-0.358329|-0.358357|-0.358456|-0.358488|-0.358524|-0.358631|-0.358657|-0.358717|-0.358760|-0.358835|-0.358908|-0.358979|-0.359112|-0.359169|-0.359206|-0.359266|-0.359308|-0.359366|-0.359445|-0.359500|-0.359703|-0.359758|-0.359810|-0.359849|-0.359902|-0.359936|-0.359963|-0.359997|-0.360048|-0.360152|-0.360187|-0.360219|-0.360257|-0.360275|-0.360339|-0.360400|-0.360449|-0.360513|-0.360498|-0.360474|-0.360419|-0.360382|-0.360349|-0.360229|-0.360198|-0.360200|-0.360203|-0.360207|-0.360208|-0.360207|-0.360201|-0.360199|-0.360202|-0.360200|-0.360198|-0.341048|-0.337809|-0.331950|-0.315543|-0.314222|-0.297104|-0.289948|-0.241621|-0.225791|-0.202129|-0.182418|-0.181674|-0.153697|-0.152270|-0.125926|-0.067965|-0.067963|-0.063686|-0.063690|-0.063693|-0.063692|-0.063692|-0.063691|-0.063693|-0.063695|-0.062958|-0.057945|-0.049045|-0.048440|-0.046608|-0.031154|0.001579|0.002142|,128
4,1.79971,-0.381976,-0.586596,53.913905|53.572814|52.742467|49.275556|40.156185|36.181067|30.769238|16.903543|10.682852|10.349420|10.078519|10.023044|10.034988|11.367981|11.931437|14.780969|18.907837|18.909319|18.910052|21.033207|21.863828|27.842267|27.969665|28.225065|33.285143|34.513797|35.410585|36.381927|37.030195|40.685560|42.055211|42.736496|52.561346|60.069171|55.428664|59.141490|55.126994|50.746903|50.749888|49.602051|45.015694|40.134838|39.113644|38.446310|37.291563|34.205360|31.329585|31.330028|31.330591|28.954420|27.550882|27.542226|27.550842|27.552557|27.550983|27.549396|27.547933|27.554437|27.557837|27.592395|27.562941|27.547753|27.543952|27.540310|27.537392|27.537707|27.540090|27.541942|27.544300|27.545494|27.546352|27.546383|24.603253|24.601904|24.603401|24.610768|24.616411|24.622546|24.626334|24.636417|24.636281|24.636255|24.636233|24.636074|24.632208|24.624156|24.614835|24.609313|24.598297|24.595361|24.594170|24.590669|24.407479|22.337082|17.524289|10.688050|9.924350|5.478323|4.561654|1.857334|1.221793|1.298285|2.716134|4.514406|5.275785|12.187476|12.510401|13.179044|14.086921|22.267398|23.905595|27.183349|29.760542|30.890678|32.616492|35.085176|36.066877|40.881978|41.249517|48.016399|51.440507|57.847491|60.548640|60.869771|63.306444|63.202070|63.191534|63.185662|63.217688|63.229771|63.244473|63.268673|63.289296|63.308619|63.316939|63.330408|63.338921|63.345017|61.964954|61.225361|60.425796|60.210348|60.261412|60.323695|60.297194|60.285665|60.281496|60.277321|60.273281|60.271219|60.269166|60.268200|60.265986|60.265638|61.540804|,-0.383161|-0.383400|-0.383989|-0.386496|-0.393521|-0.396798|-0.401475|-0.414643|-0.423827|-0.424991|-0.426536|-0.428350|-0.428546|-0.433413|-0.434539|-0.438872|-0.443782|-0.443792|-0.443797|-0.446028|-0.446877|-0.452559|-0.452673|-0.452902|-0.457214|-0.458202|-0.458916|-0.459671|-0.460167|-0.462835|-0.463780|-0.464216|-0.468885|-0.471090|-0.472191|-0.473037|-0.473531|-0.478350|-0.478340|-0.478809|-0.481016|-0.483894|-0.484546|-0.484978|-0.485738|-0.487843|-0.489886|-0.489877|-0.489873|-0.491659|-0.492732|-0.492765|-0.492766|-0.492751|-0.492725|-0.492712|-0.492702|-0.492651|-0.492600|-0.492582|-0.492576|-0.492563|-0.492551|-0.492485|-0.492454|-0.492436|-0.492401|-0.492373|-0.492335|-0.492315|-0.492301|-0.492301|-0.495031|-0.495024|-0.495008|-0.494978|-0.494953|-0.494930|-0.494914|-0.494841|-0.494759|-0.494742|-0.494726|-0.494705|-0.494693|-0.494711|-0.494747|-0.494772|-0.494824|-0.494838|-0.494847|-0.494862|-0.495202|-0.496902|-0.501046|-0.507272|-0.507985|-0.512351|-0.513332|-0.516886|-0.518634|-0.520448|-0.523169|-0.525338|-0.526165|-0.532847|-0.533142|-0.533752|-0.534573|-0.541772|-0.543170|-0.545927|-0.548059|-0.548985|-0.550389|-0.552381|-0.553168|-0.556966|-0.557251|-0.562375|-0.564872|-0.569467|-0.571435|-0.571670|-0.575591|-0.575801|-0.575787|-0.575780|-0.575831|-0.575849|-0.575871|-0.575908|-0.575939|-0.575969|-0.575982|-0.576003|-0.576017|-0.576026|-0.579403|-0.582455|-0.587351|-0.594193|-0.595004|-0.595809|-0.595738|-0.595707|-0.595695|-0.595683|-0.595673|-0.595668|-0.595663|-0.595660|-0.595654|-0.595653|-0.602609|,-0.581507|-0.580484|-0.577976|-0.567249|-0.537049|-0.522978|-0.502907|-0.446390|-0.406993|-0.401980|-0.395348|-0.387567|-0.386739|-0.365790|-0.361006|-0.342404|-0.321381|-0.321383|-0.321384|-0.311694|-0.308054|-0.283661|-0.283173|-0.282193|-0.263683|-0.259439|-0.256386|-0.253139|-0.251006|-0.239551|-0.235552|-0.233632|-0.213594|-0.204130|-0.199407|-0.195774|-0.193643|-0.172913|-0.172911|-0.171001|-0.161535|-0.149173|-0.146380|-0.144525|-0.141262|-0.132227|-0.123420|-0.123417|-0.123416|-0.115873|-0.111286|-0.111268|-0.111299|-0.111300|-0.111283|-0.111272|-0.111263|-0.111266|-0.111240|-0.111229|-0.111220|-0.111202|-0.111186|-0.111139|-0.111123|-0.111118|-0.111112|-0.111107|-0.111100|-0.111096|-0.111094|-0.111093|-0.101312|-0.101305|-0.101302|-0.101319|-0.101332|-0.101345|-0.101354|-0.101365|-0.101331|-0.101324|-0.101318|-0.101309|-0.101289|-0.101266|-0.101244|-0.101234|-0.101213|-0.101207|-0.101204|-0.101200|-0.100640|-0.093348|-0.075562|-0.048844|-0.045769|-0.027044|-0.022832|-0.007578|-0.000079|0.007707|0.019403|0.028710|0.032244|0.060919|0.062189|0.064809|0.068342|0.099231|0.105229|0.117055|0.126206|0.130182|0.136212|0.144761|0.148133|0.164432|0.165658|0.187653|0.198372|0.218102|0.226547|0.227559|0.244374|0.245294|0.245305|0.245313|0.245304|0.245298|0.245291|0.245282|0.245275|0.245269|0.245266|0.245265|0.245264|0.245264|0.260734|0.273832|0.294850|0.324214|0.327693|0.331222|0.331236|0.331236|0.331234|0.331234|0.331240|0.331243|0.331245|0.331247|0.331249|0.331249|0.360335|,155
5,2.02019,0.657998,-0.238829,78.013194|70.792092|70.571633|66.659953|65.580481|61.045018|58.250371|53.771015|37.535995|36.905768|34.165456|30.695621|30.316651|29.018781|28.486494|26.993198|25.832576|18.297834|18.131985|9.649471|6.009963|5.552713|3.056207|2.838600|0.850458|0.822211|0.564163|0.572766|1.749904|2.002993|4.403047|6.113985|8.108261|9.566717|12.541314|16.516271|18.342598|19.544888|23.371903|25.812265|33.115867|45.037933|45.039017|45.039066|56.124766|54.665926|52.003202|50.446954|49.028211|49.657479|49.680788|50.975941|46.084978|41.389888|39.770638|29.348371|28.923578|28.932912|28.941935|28.952708|28.962109|28.965912|28.971979|28.979586|28.982635|27.210019|27.209441|27.209531|25.850221|23.906433|20.220829|20.220535|20.220170|19.868804|18.516973|14.931272|10.670032|6.274677|4.009643|1.525444|4.722972|5.042491|7.237658|9.127736|9.128177|9.695631|11.254589|11.350340|12.076106|14.758067|14.757905|15.792784|15.793160|15.796055|15.796130|17.535781|17.535556|17.535717|17.535987|17.535191|17.534199|17.532619|17.525257|17.525090|26.038688|31.437012|36.768405|37.419215|41.119931|48.085619|48.234966|48.964340|52.008966|59.387114|67.452597|73.780954|73.698435|73.412642|73.866482|74.473924|,0.656799|0.649981|0.649757|0.645657|0.644477|0.639286|0.635912|0.630253|0.607625|0.606683|0.602562|0.597242|0.596649|0.594630|0.593797|0.591443|0.589598|0.577362|0.577083|0.562698|0.556107|0.555239|0.550188|0.549711|0.543911|0.543766|0.541712|0.539912|0.534768|0.534099|0.528872|0.525580|0.521915|0.519308|0.514093|0.507248|0.504174|0.502182|0.496022|0.492294|0.482241|0.470150|0.470147|0.470149|0.465430|0.463538|0.462148|0.460665|0.454793|0.453814|0.453790|0.440981|0.433991|0.430507|0.429085|0.417240|0.416677|0.416679|0.416685|0.416692|0.416692|0.416691|0.416691|0.416691|0.416691|0.414326|0.414337|0.414341|0.412370|0.409473|0.403659|0.403668|0.403672|0.403069|0.400824|0.394696|0.387173|0.379049|0.374391|0.367251|0.352274|0.351615|0.347295|0.343777|0.343770|0.342755|0.339956|0.339799|0.338513|0.333866|0.333869|0.332059|0.332046|0.331996|0.331995|0.329114|0.329136|0.329147|0.329159|0.329178|0.329191|0.329206|0.329262|0.329263|0.315109|0.306567|0.298372|0.297388|0.291862|0.281804|0.281589|0.280559|0.276272|0.266106|0.257569|0.240788|0.240137|0.235770|0.225065|0.219951|,-0.236344|-0.222205|-0.221744|-0.213243|-0.210795|-0.200030|-0.193037|-0.181304|-0.134374|-0.132433|-0.123890|-0.112858|-0.111643|-0.107445|-0.105715|-0.100832|-0.097009|-0.071635|-0.071071|-0.041238|-0.027570|-0.025772|-0.015318|-0.014311|-0.002275|-0.001983|0.002278|0.006011|0.016672|0.018051|0.028898|0.035727|0.043318|0.048726|0.059555|0.073729|0.080105|0.084249|0.097008|0.104736|0.125580|0.150645|0.150644|0.150646|0.160439|0.164371|0.167241|0.170316|0.182491|0.184521|0.184569|0.211125|0.225633|0.232843|0.235844|0.260353|0.261530|0.261502|0.261475|0.261444|0.261414|0.261402|0.261383|0.261359|0.261349|0.266419|0.266424|0.266425|0.270453|0.276456|0.288537|0.288541|0.288543|0.289732|0.294388|0.307095|0.322670|0.339536|0.349194|0.363999|0.395030|0.396416|0.405379|0.412644|0.412641|0.414788|0.420562|0.420926|0.423580|0.433259|0.433260|0.436914|0.436908|0.436884|0.436883|0.443072|0.443088|0.443096|0.443105|0.443115|0.443119|0.443122|0.443127|0.443127|0.472109|0.489820|0.506811|0.508850|0.520290|0.541162|0.541600|0.543743|0.552632|0.573713|0.591410|0.626190|0.627553|0.636611|0.658794|0.669407|,120
6,2.98247,0.624431,-0.316363,68.115840|61.784920|58.642068|53.842241|53.762357|53.763601|53.764241|53.765129|53.765870|53.739338|53.173131|52.077229|51.081562|48.822016|48.831038|48.846699|48.858633|48.866471|48.882467|48.889734|48.890207|48.153341|45.687353|44.239712|43.719972|43.186346|42.124510|42.062741|40.160694|39.044995|36.191007|32.807793|32.627715|32.495261|25.223278|23.430748|23.371482|22.827846|22.723065|22.159474|22.132745|22.134234|22.318631|31.604144|35.225919|35.224402|34.506452|32.744904|32.198712|34.022964|44.511854|29.885419|26.898649|26.804288|26.382827|25.406928|23.166551|20.608318|20.302933|19.889604|19.814801|19.536349|19.723210|19.806401|19.804270|20.433017|20.443768|14.459469|13.975234|13.604758|11.466862|10.906937|10.253210|9.258254|9.113421|9.112045|9.110204|7.676071|7.672843|7.668090|7.662231|7.658774|7.655912|7.655769|6.459405|6.550526|7.439269|8.080132|8.577013|8.788611|9.016483|9.001622|8.981027|8.958924|8.950732|8.938625|8.921443|8.906681|8.902456|8.896943|8.889386|8.881992|8.876953|8.871004|8.864635|8.859954|8.855705|8.850296|8.846265|8.843204|8.839519|8.836894|9.888933|13.744711|13.743374|17.187877|15.158367|14.442078|14.927997|15.135850|15.138788|15.890458|16.158619|16.395364|17.063867|17.518005|27.533176|28.959605|24.715632|24.187413|18.204663|15.701610|15.554823|13.714861|13.095730|11.978288|10.342590|8.409793|6.385114|6.070190|5.130097|5.090785|5.027701|7.812873|7.816630|7.819940|7.820825|7.823836|7.824950|7.826147|12.564393|12.564502|14.561789|17.064211|18.368849|20.288532|21.383951|21.383745|23.394004|32.814126|39.979642|37.068626|31.462728|30.951611|30.891373|30.797361|30.437768|30.363062|30.367380|30.370102|30.370830|30.285229|30.384666|30.399997|30.749372|31.276706|32.852787|33.479213|36.261859|36.512193|36.666512|37.371093|38.372434|42.831686|44.331366|44.330303|44.329591|45.613917|47.435660|49.040235|,0.613076|0.595826|0.586563|0.571424|0.571155|0.571156|0.571156|0.571157|0.571157|0.571087|0.569210|0.565533|0.562132|0.554199|0.554224|0.554266|0.554298|0.554319|0.554364|0.554385|0.554387|0.551793|0.542690|0.537171|0.535163|0.533071|0.528861|0.528607|0.520851|0.516161|0.503630|0.487502|0.486596|0.485924|0.441291|0.424260|0.423545|0.416283|0.414622|0.401103|0.399655|0.389568|0.383565|0.343356|0.327192|0.327192|0.325037|0.315556|0.307739|0.278931|0.256081|0.245303|0.227007|0.226466|0.223998|0.218162|0.203315|0.180222|0.176243|0.169522|0.167988|0.153541|0.147211|0.145604|0.145603|0.138532|0.138482|0.052406|0.050192|0.048462|0.037995|0.035049|0.031493|0.025688|0.024790|0.024780|0.024764|0.014651|0.014653|0.014657|0.014661|0.014656|0.014656|0.014656|-0.001105|-0.013151|-0.024473|-0.029766|-0.033314|-0.034726|-0.036276|-0.036255|-0.036210|-0.036163|-0.036150|-0.036131|-0.036104|-0.036090|-0.036087|-0.036082|-0.036075|-0.036068|-0.036063|-0.036058|-0.036052|-0.036047|-0.036043|-0.036038|-0.036034|-0.036030|-0.036025|-0.036024|-0.041429|-0.060515|-0.060513|-0.097401|-0.114630|-0.144922|-0.153160|-0.155738|-0.155740|-0.163485|-0.165915|-0.167978|-0.173792|-0.184850|-0.193504|-0.212271|-0.227621|-0.229625|-0.253171|-0.263481|-0.264094|-0.271872|-0.274533|-0.279418|-0.286792|-0.296058|-0.307080|-0.309033|-0.315655|-0.315986|-0.316503|-0.366184|-0.366187|-0.366191|-0.366193|-0.366196|-0.366198|-0.366200|-0.388887|-0.388887|-0.396937|-0.405103|-0.408637|-0.413356|-0.415905|-0.415905|-0.420474|-0.440907|-0.452245|-0.482638|-0.521609|-0.529257|-0.530327|-0.532135|-0.541509|-0.544998|-0.545000|-0.545002|-0.545002|-0.553613|-0.561879|-0.562808|-0.572888|-0.582223|-0.600481|-0.606125|-0.626627|-0.628216|-0.629194|-0.633539|-0.639411|-0.662715|-0.669849|-0.669848|-0.669847|-0.675753|-0.683903|-0.690889|,-0.314538|-0.311772|-0.310285|-0.307860|-0.307799|-0.307789|-0.307783|-0.307775|-0.307767|-0.307813|-0.307501|-0.306911|-0.306365|-0.305094|-0.305079|-0.305051|-0.305026|-0.305011|-0.304988|-0.304979|-0.304978|-0.304707|-0.303248|-0.302359|-0.302048|-0.301701|-0.301029|-0.300985|-0.299741|-0.298987|-0.296982|-0.294388|-0.294245|-0.294135|-0.286970|-0.284240|-0.284125|-0.282959|-0.282695|-0.280523|-0.280286|-0.278672|-0.277708|-0.271256|-0.268654|-0.268651|-0.268317|-0.266796|-0.265541|-0.260916|-0.257251|-0.255518|-0.252585|-0.252505|-0.252104|-0.251166|-0.248783|-0.245082|-0.244439|-0.243360|-0.243113|-0.240793|-0.239776|-0.239533|-0.239540|-0.238402|-0.238380|-0.224575|-0.224210|-0.223932|-0.222243|-0.221780|-0.221210|-0.220278|-0.220134|-0.220133|-0.220134|-0.218475|-0.218460|-0.218438|-0.218411|-0.218397|-0.218386|-0.218383|-0.215978|-0.214045|-0.212228|-0.211382|-0.210810|-0.210583|-0.210257|-0.210191|-0.210116|-0.210036|-0.210001|-0.209944|-0.209874|-0.209800|-0.209780|-0.209752|-0.209714|-0.209677|-0.209652|-0.209622|-0.209590|-0.209566|-0.209545|-0.209518|-0.209498|-0.209484|-0.209462|-0.209452|-0.209507|-0.206436|-0.206426|-0.200523|-0.197760|-0.192899|-0.191576|-0.191170|-0.191180|-0.189918|-0.189530|-0.189198|-0.188268|-0.186491|-0.185102|-0.182091|-0.179627|-0.179307|-0.175527|-0.173873|-0.173774|-0.172526|-0.172098|-0.171317|-0.170131|-0.168645|-0.166876|-0.166564|-0.165494|-0.165448|-0.165364|-0.157407|-0.157422|-0.157448|-0.157459|-0.157475|-0.157482|-0.157492|-0.153749|-0.153750|-0.152473|-0.151143|-0.150579|-0.149825|-0.149411|-0.149409|-0.148679|-0.145400|-0.143579|-0.138703|-0.132449|-0.131223|-0.131049|-0.130760|-0.129256|-0.128714|-0.128730|-0.128739|-0.128742|-0.127312|-0.126005|-0.125838|-0.124221|-0.122722|-0.119791|-0.118885|-0.115582|-0.115341|-0.115184|-0.114486|-0.113545|-0.109803|-0.108654|-0.108651|-0.108648|-0.107713|-0.106404|-0.105283|,190
