energies,initx,inity,initz,tot_dist,dEdx,beta_gamma
1999.79,-429.139,521.736,-1048.09,942.525,0.000192177,19.9019
1995.83,500.004,833.989,372.449,1004.85,0.000192131,19.8643
1995.41,-215.188,1068.03,85.8981,941.453,0.000192126,19.8604
1999.83,170.423,538.769,-902.334,904.618,0.000192177,19.9022
1995.33,1050.96,-37.1985,48.6696,939.576,0.000192125,19.8596
0.430401,158.534,-21.6089,7.56574,958.051,0.00808226,1.54725
1994.4,1087.09,-43.0385,-823.9,1177.57,0.000192115,19.8507
1995.13,-1038.14,-178.466,-791.254,1174.07,0.000192123,19.8577
1995.35,-882.512,-3.47857,555.37,1109.82,0.000192126,19.8597
1999.44,944.635,66.8172,918.984,1303.53,0.000192173,19.8985
0.112885,1091.46,99.6177,1067.06,1820.8,0.0213464,inf
